category,room_count,bathroom_count,size,type,price,city,region,log_price
Appartements,3.0,1.0,95.0,À Louer,560.0,Ariana,Chotrana,2.7481880270062002
Bureaux et Plateaux,3.0,1.0,100.0,À Louer,680.0,Ariana,La Soukra,2.832508912706236
Appartements,3.0,1.0,95.0,À Louer,275.0,Ariana,Autres villes,2.439332693830263
Bureaux et Plateaux,3.0,1.0,430.0,À Louer,5000.0,Ariana,La Soukra,3.6989700043360187
Appartements,2.0,1.0,85.0,À Louer,600.0,Ariana,Chotrana,2.7781512503836434
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,1000000.0,Ariana,Autres villes,6.0
Maisons et Villas,2.0,1.0,140.0,À Louer,700.0,Ariana,Ghazela,2.845098040014257
Appartements,3.0,1.0,130.0,À Louer,900.0,Ariana,Ariana Ville,2.9542425094393248
Bureaux et Plateaux,2.0,1.0,30.0,À Louer,400.0,Ariana,La Soukra,2.6020599913279625
"Magasins, Commerces et Locaux industriels",3.0,2.0,200.0,À Louer,390000.0,Ariana,Raoued,5.5910646070264995
Locations de vacances,2.0,1.0,70.0,À Louer,70.0,Ariana,Autres villes,1.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,250000.0,Ariana,Sidi Thabet,5.3979400086720375
Appartements,2.0,1.0,65.0,À Vendre,180000.0,Ariana,Ennasr,5.2552725051033065
Appartements,2.0,1.0,104.0,À Vendre,205000.0,Ariana,Ennasr,5.311753861055754
Appartements,3.0,2.0,160.0,À Louer,1100.0,Ariana,Ennasr,3.041392685158225
Maisons et Villas,5.0,1.0,600.0,À Louer,4500.0,Ariana,La Soukra,3.6532125137753435
Appartements,3.0,2.0,110.0,À Louer,900.0,Ariana,Ghazela,2.9542425094393248
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,600000.0,Ariana,Sidi Thabet,5.778151250383644
Maisons et Villas,3.0,1.0,75.0,À Vendre,23026677.0,Ariana,Borj Louzir,7.362231269067564
Appartements,2.0,1.0,110.0,À Louer,840.0,Ariana,Ghazela,2.9242792860618816
Maisons et Villas,4.0,3.0,480.0,À Vendre,840000.0,Ariana,La Soukra,5.924279286061882
Appartements,4.0,1.0,140.0,À Louer,1250.0,Ariana,La Soukra,3.0969100130080562
Appartements,2.0,1.0,111.0,À Vendre,154000.0,Ariana,Chotrana,5.187520720836463
Appartements,2.0,1.0,111.0,À Louer,180.0,Ariana,Borj Louzir,2.255272505103306
Appartements,3.0,1.0,80.0,À Louer,1100.0,Ariana,Ennasr,3.041392685158225
Appartements,3.0,2.0,90.0,À Louer,750.0,Ariana,La Soukra,2.8750612633917
Appartements,2.0,1.0,58.0,À Louer,720.0,Ariana,Autres villes,2.8573324964312685
Appartements,2.0,2.0,131.0,À Vendre,181000.0,Ariana,Chotrana,5.2576785748691846
Locations de vacances,2.0,1.0,70.0,À Louer,50.0,Ariana,Autres villes,1.6989700043360187
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,250000.0,Ariana,Sidi Thabet,5.3979400086720375
Appartements,2.0,1.0,75.0,À Louer,340.0,Ariana,Borj Louzir,2.531478917042255
"Magasins, Commerces et Locaux industriels",4.0,1.0,400.0,À Louer,2000.0,Ariana,Ariana,3.3010299956639813
Maisons et Villas,4.0,2.0,250.0,À Vendre,350000.0,Ariana,Autres villes,5.544068044350276
Maisons et Villas,4.0,2.0,250.0,À Vendre,320000.0,Ariana,Autres villes,5.505149978319906
Appartements,3.0,1.0,190.0,À Vendre,340000.0,Ariana,La Soukra,5.531478917042255
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,90000000.0,Ariana,Raoued,7.954242509439325
Appartements,1.0,1.0,70.0,À Vendre,120000.0,Ariana,Ennasr,5.079181246047625
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,605000.0,Ariana,Chotrana,5.781755374652469
Maisons et Villas,2.0,1.0,80.0,À Louer,80.0,Ariana,Autres villes,1.9030899869919435
Appartements,2.0,1.0,60.0,À Louer,1100.0,Ariana,Ennasr,3.041392685158225
Appartements,3.0,1.0,100.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Appartements,3.0,2.0,162.0,À Vendre,356994.0,Ariana,Ennasr,5.552660916983933
Maisons et Villas,6.0,3.0,520.0,À Vendre,950000.0,Ariana,Ennasr,5.977723605288848
Maisons et Villas,3.0,2.0,210.0,À Vendre,480000.0,Ariana,Chotrana,5.681241237375588
Appartements,2.0,2.0,120.0,À Louer,1650.0,Ariana,Ennasr,3.2174839442139063
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,560000.0,Ariana,Chotrana,5.748188027006201
Bureaux et Plateaux,2.0,1.0,120.0,À Louer,1200.0,Ariana,Ennasr,3.0791812460476247
Maisons et Villas,4.0,2.0,120.0,À Vendre,230000.0,Ariana,Autres villes,5.361727836017593
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,44000.0,Ariana,Raoued,4.643452676486188
Appartements,3.0,2.0,300.0,À Louer,1250.0,Ariana,La Soukra,3.0969100130080562
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,350000.0,Ariana,Mnihla,5.544068044350276
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,480000.0,Ariana,Mnihla,5.681241237375588
Maisons et Villas,5.0,2.0,400.0,À Vendre,630000.0,Ariana,Chotrana,5.799340549453582
Appartements,3.0,1.0,82.0,À Vendre,230000.0,Ariana,Jardins D'el Menzah,5.361727836017593
"Magasins, Commerces et Locaux industriels",3.0,2.0,98.0,À Vendre,69000.0,Ariana,Autres villes,4.838849090737256
Appartements,2.0,1.0,55.0,À Louer,750.0,Ariana,La Soukra,2.8750612633917
Appartements,3.0,2.0,148.0,À Vendre,420000.0,Ariana,La Soukra,5.623249290397901
Appartements,2.0,1.0,70.0,À Vendre,28898899.0,Ariana,Autres villes,7.460881297174092
Appartements,2.0,1.0,80.0,À Louer,100000.0,Ariana,Autres villes,5.0
Appartements,1.0,1.0,30.0,À Louer,350.0,Ariana,Autres villes,2.5440680443502757
Appartements,2.0,1.0,70.0,À Louer,90.0,Ariana,Ennasr,1.954242509439325
Appartements,2.0,1.0,100.0,À Louer,110.0,Ariana,Ennasr,2.041392685158225
Appartements,3.0,1.0,75.0,À Louer,900.0,Ariana,Ariana,2.9542425094393248
Appartements,2.0,1.0,112.0,À Vendre,190000.0,Ariana,La Soukra,5.278753600952829
Maisons et Villas,5.0,5.0,700.0,À Vendre,1250000.0,Ariana,La Soukra,6.096910013008056
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,98633412.0,Ariana,Raoued,7.9940240568196685
Maisons et Villas,5.0,1.0,140.0,À Louer,700.0,Ariana,Raoued,2.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,550000.0,Ariana,Autres villes,5.740362689494244
Maisons et Villas,6.0,2.0,123.0,À Vendre,160000.0,Ariana,Mnihla,5.204119982655925
Appartements,2.0,1.0,67.0,À Vendre,87000000.0,Ariana,Borj Louzir,7.939519252618618
Locations de vacances,2.0,1.0,120.0,À Louer,80.0,Ariana,La Soukra,1.9030899869919435
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,250000.0,Ariana,Borj Louzir,5.3979400086720375
Appartements,2.0,1.0,70.0,À Louer,60.0,Ariana,La Soukra,1.7781512503836436
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,85000.0,Ariana,Mnihla,4.929418925714293
Appartements,2.0,1.0,90.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Appartements,4.0,2.0,99.0,À Vendre,200000.0,Ariana,Borj Louzir,5.301029995663981
Maisons et Villas,4.0,1.0,411.0,À Vendre,350000.0,Ariana,Chotrana,5.544068044350276
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,100000.0,Ariana,Raoued,5.0
Maisons et Villas,3.0,2.0,500.0,À Vendre,390000.0,Ariana,Borj Louzir,5.5910646070264995
Appartements,3.0,2.0,500.0,À Vendre,390000.0,Ariana,Borj Louzir,5.5910646070264995
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,150000.0,Ariana,Raoued,5.176091259055681
Appartements,1.0,1.0,90.0,À Louer,430.0,Ariana,La Soukra,2.6334684555795866
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,150000.0,Ariana,Raoued,5.176091259055681
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,85000.0,Ariana,La Soukra,4.929418925714293
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,95000.0,Ariana,Ariana,4.977723605288848
Maisons et Villas,10.0,2.0,580.0,À Vendre,1800000.0,Ariana,Autres villes,6.2552725051033065
Appartements,4.0,1.0,110.0,À Vendre,143000.0,Ariana,Ariana,5.155336037465061
Maisons et Villas,2.0,1.0,90.0,À Louer,320.0,Ariana,Autres villes,2.505149978319906
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,50000.0,Ariana,Jardins D'el Menzah,4.698970004336019
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,28000.0,Ariana,Mnihla,4.447158031342219
Appartements,2.0,1.0,110.0,À Louer,730.0,Ariana,Ghazela,2.863322860120456
Appartements,1.0,1.0,60.0,À Louer,700.0,Ariana,Jardins D'el Menzah,2.845098040014257
Maisons et Villas,3.0,1.0,100.0,À Louer,800.0,Ariana,Ariana,2.9030899869919438
Appartements,3.0,1.0,150.0,À Louer,480.0,Ariana,Borj Louzir,2.681241237375587
Maisons et Villas,3.0,2.0,227.0,À Vendre,440000.0,Ariana,Borj Louzir,5.643452676486188
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,300000.0,Ariana,Raoued,5.477121254719663
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,380000.0,Ariana,Borj Louzir,5.57978359661681
"Magasins, Commerces et Locaux industriels",1.0,1.0,50.0,À Louer,1500.0,Ariana,Ghazela,3.1760912590556813
Appartements,4.0,1.0,140.0,À Vendre,235000.0,Ariana,Jardins D'el Menzah,5.371067862271736
Maisons et Villas,5.0,2.0,340.0,À Louer,1800.0,Ariana,Ennasr,3.255272505103306
Maisons et Villas,4.0,2.0,500.0,À Louer,5500.0,Ariana,Ennasr,3.7403626894942437
Maisons et Villas,4.0,2.0,375.0,À Vendre,650000.0,Ariana,Ghazela,5.812913356642856
Maisons et Villas,12.0,5.0,700.0,À Louer,7000.0,Ariana,Jardins D'el Menzah,3.845098040014257
Appartements,2.0,1.0,105.0,À Louer,1500.0,Ariana,Ennasr,3.1760912590556813
Appartements,2.0,1.0,65.0,À Louer,1100.0,Ariana,Autres villes,3.041392685158225
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,750000.0,Ariana,Autres villes,5.8750612633917
Maisons et Villas,2.0,1.0,150.0,À Vendre,170000.0,Ariana,Ghazela,5.230448921378274
Appartements,1.0,1.0,60.0,À Louer,500.0,Ariana,Ariana Ville,2.6989700043360187
Appartements,3.0,1.0,100.0,À Louer,550.0,Ariana,Borj Louzir,2.7403626894942437
Appartements,1.0,1.0,55.0,À Louer,900.0,Ariana,Ennasr,2.9542425094393248
Maisons et Villas,8.0,2.0,240.0,À Vendre,380000.0,Ariana,Ghazela,5.57978359661681
Maisons et Villas,1.0,1.0,138.0,À Vendre,80000.0,Ariana,Raoued,4.903089986991944
Appartements,3.0,3.0,160.0,À Vendre,350000.0,Ariana,La Soukra,5.544068044350276
Maisons et Villas,6.0,2.0,250.0,À Vendre,230000.0,Ariana,Borj Louzir,5.361727836017593
Appartements,1.0,2.0,70.0,À Louer,1200.0,Ariana,Autres villes,3.0791812460476247
Maisons et Villas,7.0,2.0,500.0,À Vendre,375000.0,Ariana,Raoued,5.574031267727719
Maisons et Villas,12.0,5.0,300.0,À Vendre,400000.0,Ariana,Ariana,5.6020599913279625
Maisons et Villas,5.0,1.0,1000.0,À Vendre,420000.0,Ariana,Sidi Thabet,5.623249290397901
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,39780.0,Ariana,Autres villes,4.599664778788417
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,250000.0,Ariana,Autres villes,5.3979400086720375
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,450000.0,Ariana,Raoued,5.653212513775344
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,450000.0,Ariana,Raoued,5.653212513775344
Appartements,2.0,1.0,75.0,À Louer,850.0,Ariana,Jardins D'el Menzah,2.929418925714293
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,51118119.0,Ariana,Autres villes,7.708574864654448
Appartements,3.0,1.0,120.0,À Vendre,150000.0,Ariana,Mnihla,5.176091259055681
"Magasins, Commerces et Locaux industriels",1.0,1.0,100.0,À Louer,650.0,Ariana,Jardins D'el Menzah,2.8129133566428557
"Magasins, Commerces et Locaux industriels",2.0,2.0,30.0,À Vendre,200000.0,Ariana,La Soukra,5.301029995663981
"Magasins, Commerces et Locaux industriels",1.0,1.0,25.0,À Louer,1500.0,Ariana,La Soukra,3.1760912590556813
Appartements,2.0,2.0,120.0,À Louer,1650.0,Ariana,Ennasr,3.2174839442139063
Bureaux et Plateaux,1.0,1.0,288.0,À Louer,1200.0,Ariana,Autres villes,3.0791812460476247
Maisons et Villas,2.0,1.0,119.0,À Vendre,160000.0,Ariana,Mnihla,5.204119982655925
Appartements,3.0,1.0,100.0,À Vendre,150000.0,Ariana,Ariana,5.176091259055681
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,400000.0,Ariana,Autres villes,5.6020599913279625
Appartements,2.0,1.0,120.0,À Louer,1200.0,Ariana,Ennasr,3.0791812460476247
Maisons et Villas,5.0,3.0,460.0,À Vendre,450000.0,Ariana,Ghazela,5.653212513775344
Appartements,3.0,1.0,100.0,À Louer,520.0,Ariana,Raoued,2.716003343634799
Appartements,3.0,1.0,100.0,À Louer,520.0,Ariana,Raoued,2.716003343634799
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,295750.0,Ariana,La Soukra,5.470924753299968
Appartements,2.0,1.0,97.0,À Louer,600.0,Ariana,Ariana,2.7781512503836434
Appartements,2.0,1.0,100.0,À Louer,120.0,Ariana,Ennasr,2.0791812460476247
Appartements,1.0,1.0,70.0,À Louer,90.0,Ariana,Ennasr,1.954242509439325
Appartements,2.0,1.0,120.0,À Louer,800.0,Ariana,La Soukra,2.9030899869919438
Appartements,1.0,1.0,100.0,À Louer,100.0,Ariana,Ennasr,2.0
Appartements,3.0,3.0,135.0,À Vendre,300000.0,Ariana,Ennasr,5.477121254719663
Maisons et Villas,4.0,3.0,240.0,À Louer,1500.0,Ariana,Ghazela,3.1760912590556813
"Magasins, Commerces et Locaux industriels",1.0,1.0,1000.0,À Louer,5000.0,Ariana,La Soukra,3.6989700043360187
Appartements,3.0,2.0,120.0,À Vendre,220000.0,Ariana,Ghazela,5.342422680822207
Locations de vacances,2.0,1.0,65.0,À Louer,70.0,Ariana,Ariana Ville,1.845098040014257
Maisons et Villas,4.0,2.0,220.0,À Louer,690.0,Ariana,Chotrana,2.838849090737255
Maisons et Villas,4.0,2.0,220.0,À Louer,700.0,Ariana,Chotrana,2.845098040014257
Appartements,2.0,2.0,124.0,À Vendre,200000.0,Ariana,Ghazela,5.301029995663981
Maisons et Villas,4.0,3.0,180.0,À Vendre,750000.0,Ariana,Chotrana,5.8750612633917
Maisons et Villas,1.0,1.0,800.0,À Vendre,1200000.0,Ariana,Ariana Ville,6.079181246047625
"Magasins, Commerces et Locaux industriels",1.0,1.0,45.0,À Louer,35000.0,Ariana,Autres villes,4.544068044350276
Appartements,2.0,2.0,129.0,À Vendre,360000.0,Ariana,La Soukra,5.556302500767287
Appartements,3.0,1.0,100.0,À Vendre,130000.0,Ariana,Borj Louzir,5.113943352306837
Appartements,2.0,1.0,88.0,À Vendre,205000.0,Ariana,Autres villes,5.311753861055754
"Magasins, Commerces et Locaux industriels",3.0,2.0,330.0,À Louer,1500.0,Ariana,Autres villes,3.1760912590556813
Appartements,3.0,2.0,135.0,À Vendre,280000.0,Ariana,Ennasr,5.447158031342219
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,400000.0,Ariana,Ariana,5.6020599913279625
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,91000.0,Ariana,La Soukra,4.959041392321094
Appartements,3.0,1.0,97.0,À Louer,600.0,Ariana,Ariana Ville,2.7781512503836434
Maisons et Villas,4.0,1.0,130.0,À Vendre,135000.0,Ariana,Ettadhamen,5.1303337684950066
Appartements,3.0,1.0,120.0,À Louer,240000.0,Ariana,La Soukra,5.380211241711606
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,450000.0,Ariana,Raoued,5.653212513775344
Appartements,1.0,2.0,30.0,À Louer,400.0,Ariana,Ennasr,2.6020599913279625
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,500000.0,Ariana,Sidi Thabet,5.698970004336019
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,900000.0,Ariana,Ariana,5.954242509439325
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,90000.0,Ariana,Raoued,4.954242509439325
Maisons et Villas,6.0,2.0,228.0,À Vendre,155000.0,Ariana,La Soukra,5.190331698170292
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,150000.0,Ariana,Sidi Thabet,5.176091259055681
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,700000.0,Ariana,Ghazela,5.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,160000.0,Ariana,Mnihla,5.204119982655925
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,110000.0,Ariana,Raoued,5.041392685158225
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,35000.0,Ariana,Sidi Thabet,4.544068044350276
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,380000.0,Ariana,Chotrana,5.57978359661681
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,130000.0,Ariana,Raoued,5.113943352306837
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,375000.0,Ariana,Raoued,5.574031267727719
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Ariana,Raoued,4.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,700000.0,Ariana,Raoued,5.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,550000.0,Ariana,Ariana,5.740362689494244
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,140000.0,Ariana,Sidi Thabet,5.146128035678238
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,160000.0,Ariana,Ennasr,5.204119982655925
Locations de vacances,3.0,1.0,100.0,À Louer,200.0,Ariana,La Soukra,2.3010299956639813
Maisons et Villas,2.0,1.0,200.0,À Vendre,85000.0,Ariana,Autres villes,4.929418925714293
Appartements,2.0,1.0,105.0,À Louer,840.0,Ariana,Ariana,2.9242792860618816
Maisons et Villas,3.0,1.0,120.0,À Louer,250.0,Ariana,Raoued,2.3979400086720375
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,380000.0,Ariana,Jardins D'el Menzah,5.57978359661681
"Magasins, Commerces et Locaux industriels",4.0,2.0,320.0,À Vendre,35000.0,Ariana,Ariana Ville,4.544068044350276
"Magasins, Commerces et Locaux industriels",1.0,1.0,50.0,À Louer,600.0,Ariana,Raoued,2.7781512503836434
Appartements,2.0,1.0,110.0,À Louer,550.0,Ariana,Ariana,2.7403626894942437
Appartements,3.0,2.0,151.0,À Vendre,335000.0,Ariana,Ennasr,5.525044807036846
Appartements,2.0,1.0,90.0,À Vendre,210000.0,Ariana,Ennasr,5.3222192947339195
Appartements,2.0,1.0,90.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Appartements,2.0,1.0,50.0,À Louer,100.0,Ariana,Autres villes,2.0
Appartements,3.0,2.0,190.0,À Louer,1500.0,Ariana,La Soukra,3.1760912590556813
Appartements,1.0,1.0,90.0,À Louer,1050.0,Ariana,La Soukra,3.0211892990699383
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,80000.0,Ariana,Raoued,4.903089986991944
Maisons et Villas,3.0,2.0,100.0,À Louer,1000.0,Ariana,Ennasr,3.0
Appartements,2.0,2.0,38.0,À Louer,120.0,Ariana,Autres villes,2.0791812460476247
Appartements,3.0,1.0,130.0,À Louer,850.0,Ariana,Ennasr,2.929418925714293
Appartements,3.0,1.0,122.0,À Vendre,185000.0,Ariana,La Soukra,5.267171728403014
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,594000.0,Ariana,La Soukra,5.7737864449811935
Maisons et Villas,2.0,2.0,100.0,À Louer,550.0,Ariana,Autres villes,2.7403626894942437
Appartements,3.0,1.0,140.0,À Louer,1100.0,Ariana,La Soukra,3.041392685158225
Maisons et Villas,4.0,2.0,500.0,À Vendre,870000.0,Ariana,Autres villes,5.939519252618618
Appartements,2.0,1.0,80.0,À Louer,500.0,Ariana,Ghazela,2.6989700043360187
Appartements,3.0,1.0,100.0,À Louer,360.0,Ariana,Ghazela,2.5563025007672873
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,1800000.0,Ariana,Ennasr,6.2552725051033065
Appartements,3.0,1.0,121.0,À Vendre,185000.0,Ariana,La Soukra,5.267171728403014
Maisons et Villas,3.0,1.0,140.0,À Louer,700.0,Ariana,La Soukra,2.845098040014257
Appartements,2.0,1.0,90.0,À Louer,850.0,Ariana,Ennasr,2.929418925714293
Appartements,4.0,2.0,200.0,À Louer,1500.0,Ariana,Ariana,3.1760912590556813
"Magasins, Commerces et Locaux industriels",1.0,1.0,20.0,À Vendre,32000.0,Ariana,Ariana Ville,4.505149978319906
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,85000.0,Ariana,La Soukra,4.929418925714293
Appartements,3.0,1.0,111.0,À Vendre,300000.0,Ariana,Ennasr,5.477121254719663
Appartements,3.0,1.0,110.0,À Louer,800.0,Ariana,Borj Louzir,2.9030899869919438
Appartements,2.0,1.0,80.0,À Louer,520.0,Ariana,Ariana,2.716003343634799
Maisons et Villas,6.0,5.0,1100.0,À Vendre,1650000.0,Ariana,La Soukra,6.217483944213907
Appartements,1.0,1.0,60.0,À Louer,70.0,Ariana,Autres villes,1.845098040014257
Maisons et Villas,3.0,1.0,320.0,À Vendre,600000.0,Ariana,La Soukra,5.778151250383644
Appartements,3.0,2.0,110.0,À Louer,100.0,Ariana,Autres villes,2.0
Maisons et Villas,5.0,4.0,450.0,À Louer,4000.0,Ariana,Autres villes,3.6020599913279625
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,89000.0,Ariana,Mnihla,4.949390006644912
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,750000.0,Ariana,Borj Louzir,5.8750612633917
Appartements,3.0,1.0,80.0,À Louer,680.0,Ariana,La Soukra,2.832508912706236
Appartements,3.0,1.0,80.0,À Louer,700.0,Ariana,La Soukra,2.845098040014257
Maisons et Villas,4.0,2.0,170.0,À Vendre,220000.0,Ariana,Raoued,5.342422680822207
"Magasins, Commerces et Locaux industriels",1.0,0.0,20.0,À Louer,400.0,Ariana,Ghazela,2.6020599913279625
"Magasins, Commerces et Locaux industriels",1.0,1.0,30.0,À Louer,350.0,Ariana,Borj Louzir,2.5440680443502757
Appartements,3.0,1.0,150.0,À Vendre,390000.0,Ariana,La Soukra,5.5910646070264995
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,800000.0,Ariana,La Soukra,5.903089986991944
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,370000.0,Ariana,Raoued,5.568201724066995
Maisons et Villas,6.0,4.0,360.0,À Vendre,680000.0,Ariana,Ghazela,5.832508912706237
Maisons et Villas,5.0,5.0,300.0,À Vendre,630000.0,Ariana,Jardins D'el Menzah,5.799340549453582
Bureaux et Plateaux,1.0,1.0,160.0,À Vendre,720000.0,Ariana,Ghazela,5.857332496431268
Appartements,3.0,2.0,198.0,À Vendre,420000.0,Ariana,Ennasr,5.623249290397901
Appartements,3.0,1.0,200.0,À Louer,1800.0,Ariana,Ennasr,3.255272505103306
"Magasins, Commerces et Locaux industriels",1.0,1.0,45.0,À Vendre,23000.0,Ariana,Ariana,4.361727836017593
Appartements,3.0,2.0,230.0,À Louer,800.0,Ariana,La Soukra,2.9030899869919438
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,390000.0,Ariana,La Soukra,5.5910646070264995
Appartements,2.0,1.0,78.0,À Louer,1050.0,Ariana,Ennasr,3.0211892990699383
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,199200.0,Ariana,Ariana Ville,5.29928933408768
Maisons et Villas,3.0,1.0,110.0,À Louer,750.0,Ariana,La Soukra,2.8750612633917
Appartements,4.0,1.0,130.0,À Louer,1500.0,Ariana,Ennasr,3.1760912590556813
Appartements,4.0,3.0,174.0,À Vendre,511536.0,Ariana,Ennasr,5.708876203153131
Maisons et Villas,4.0,2.0,688.0,À Vendre,550000.0,Ariana,La Soukra,5.740362689494244
Appartements,1.0,1.0,78.0,À Louer,1050.0,Ariana,Ennasr,3.0211892990699383
Maisons et Villas,3.0,1.0,80.0,À Louer,500.0,Ariana,Ariana,2.6989700043360187
Appartements,3.0,3.0,158.0,À Vendre,345000.0,Ariana,La Soukra,5.537819095073274
Appartements,2.0,2.0,125.0,À Vendre,259000.0,Ariana,Ennasr,5.413299764081252
Appartements,4.0,2.0,205.0,À Vendre,295000.0,Ariana,Ennasr,5.469822015978163
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,140000.0,Ariana,Raoued,5.146128035678238
Appartements,1.0,1.0,45.0,À Louer,100.0,Ariana,Autres villes,2.0
Appartements,2.0,2.0,117.0,À Vendre,259000.0,Ariana,Ennasr,5.413299764081252
Appartements,2.0,1.0,100.0,À Louer,150.0,Ariana,Autres villes,2.1760912590556813
Maisons et Villas,2.0,1.0,150.0,À Louer,90.0,Ariana,Autres villes,1.954242509439325
Appartements,3.0,1.0,110.0,À Louer,535.0,Ariana,Ghazela,2.7283537820212285
Maisons et Villas,6.0,2.0,170.0,À Vendre,85000.0,Ariana,Raoued,4.929418925714293
Appartements,3.0,1.0,120.0,À Louer,350.0,Ariana,Chotrana,2.5440680443502757
Appartements,2.0,1.0,125.0,À Vendre,190000.0,Ariana,Autres villes,5.278753600952829
Maisons et Villas,3.0,2.0,188.0,À Louer,700.0,Ariana,Jardins D'el Menzah,2.845098040014257
Appartements,2.0,1.0,92.0,À Vendre,195000.0,Ariana,Ghazela,5.290034611362518
Appartements,1.0,1.0,60.0,À Vendre,120000.0,Ariana,La Soukra,5.079181246047625
Appartements,2.0,1.0,130.0,À Vendre,280000.0,Ariana,Jardins D'el Menzah,5.447158031342219
Maisons et Villas,4.0,2.0,320.0,À Vendre,265000.0,Ariana,Ghazela,5.423245873936808
Appartements,2.0,2.0,90.0,À Vendre,125000.0,Ariana,Ghazela,5.096910013008056
Bureaux et Plateaux,4.0,2.0,180.0,À Louer,2000.0,Ariana,Ariana Ville,3.3010299956639813
Appartements,3.0,1.0,140.0,À Vendre,300000.0,Ariana,Ennasr,5.477121254719663
"Magasins, Commerces et Locaux industriels",1.0,1.0,90.0,À Louer,1200.0,Ariana,Ariana Ville,3.0791812460476247
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,48000.0,Ariana,Autres villes,4.681241237375588
Appartements,3.0,3.0,201.0,À Vendre,565000.0,Ariana,Autres villes,5.752048447819439
Maisons et Villas,3.0,1.0,260.0,À Vendre,600000.0,Ariana,Jardins D'el Menzah,5.778151250383644
Maisons et Villas,6.0,3.0,463.0,À Vendre,960000.0,Ariana,Ghazela,5.982271233039568
Maisons et Villas,6.0,3.0,500.0,À Vendre,900000.0,Ariana,Jardins D'el Menzah,5.954242509439325
